Level,Slope,Curvature,as_of_date
0.034327028190154006,-0.029268600651967014,-0.03429486833046977,2013-10-31
0.03424394203373257,-0.029981701118808574,-0.0352740319489107,2013-11-29
0.03577779492241302,-0.030004579936701182,-0.036010658308103745,2013-12-31
0.03414496731740191,-0.02897031138681408,-0.036678116631432583,2014-01-31
0.03365172687593415,-0.02782215114162755,-0.03713883209061967,2014-02-28
0.03299024158162698,-0.02655376453941296,-0.03747582878115885,2014-03-31
0.031915280435098246,-0.025289894942009786,-0.037689837618341694,2014-04-30
0.030311061938289724,-0.023994511343484973,-0.037740111799586376,2014-05-30
0.029349817804816332,-0.022291807558248746,-0.03745640437044079,2014-06-30
0.028252635476050076,-0.020318383789230357,-0.03682382277547355,2014-07-31
0.025803635694131733,-0.018474991503302573,-0.035981950146915076,2014-08-29
0.02521876334334587,-0.01805465976244946,-0.03522418144934897,2014-09-30
0.024055440174604672,-0.01664682169581565,-0.03411383242147257,2014-10-31
0.02226979103328206,-0.014827662692238477,-0.03273267194799359,2014-11-28
0.02055067538593188,-0.01351308370392543,-0.03129157098947145,2014-12-31
0.01706555962634383,-0.01327484062805962,-0.030003823615078813,2015-01-30
0.016510856489701724,-0.013116264920516449,-0.028832417626453485,2015-02-27
0.016135193751325945,-0.012800129753275085,-0.02783275367834359,2015-03-31
0.017404587752579446,-0.0147921430698777,-0.02763542773085057,2015-04-30
0.02000142037353817,-0.01740097212121377,-0.027997733992848342,2015-05-29
0.023159351972206754,-0.02008838278032796,-0.02870342386360156,2015-06-30
0.022860849289059994,-0.02021818920664725,-0.02923062468484461,2015-07-31
0.023844737320279037,-0.020282918381118502,-0.029757321152561814,2015-08-31
0.023156905066301723,-0.019910056452812207,-0.030244332649739962,2015-09-30
0.02255675499621498,-0.020098032584425767,-0.030764493506761963,2015-10-30
0.021810278921320755,-0.020318857513633506,-0.031258031029527795,2015-11-30
0.022758432457493673,-0.019502872083224175,-0.03138360909317875,2015-12-31
0.02008600397428456,-0.017409028782580473,-0.03121859570164108,2016-01-29
0.018122723121017346,-0.015559478312949595,-0.030826203107137705,2016-02-29
0.018069752337078932,-0.014779335861343796,-0.030505195666945494,2016-03-31
0.018495415051427263,-0.014468930230939406,-0.0302635300609533,2016-04-29
0.015197070569473349,-0.012652006759607143,-0.029701670397899945,2016-06-30
0.014173376508579178,-0.01152620508857439,-0.029150450827873365,2016-07-29
0.014107724517384115,-0.011406920385374678,-0.028803587657942276,2016-08-31
0.014293708840699353,-0.012121503114362407,-0.02870323307035926,2016-09-30
0.016358095855339955,-0.01397995370502,-0.028911156052742214,2016-10-31
0.01821531778235106,-0.016071499774826446,-0.029383975774066283,2016-11-30
0.018819315478017434,-0.01746136902107355,-0.029834677571155294,2016-12-30
0.02026842071551713,-0.018816854456924624,-0.03032489864953061,2017-01-31
0.019331233329487343,-0.019023163440768712,-0.03063867832180337,2017-02-28
0.02028463572247527,-0.019429941498525536,-0.03083238140192704,2017-03-31
0.020651474081641644,-0.019850019041357303,-0.03103507860833342,2017-04-28
0.02082416762097457,-0.02036658577900423,-0.031256887432040664,2017-05-31
0.02182266782488518,-0.0209433561534713,-0.03140310042511545,2017-06-30
0.02213287166413723,-0.02146474606962204,-0.031566721217091025,2017-07-31
0.020949332379846315,-0.02140459378208277,-0.03157845047641191,2017-08-31
0.02153064685606872,-0.021778357568747648,-0.03151350696574437,2017-09-29
0.021046819104650526,-0.021694458703462233,-0.0312968898763725,2017-10-31
0.020845073335143394,-0.02152969742882113,-0.03089929176866558,2017-11-30
0.021122564288030783,-0.021733318812154866,-0.030486356319527976,2017-12-29
0.02200925585158704,-0.022276564121954515,-0.030182573759593392,2018-01-31
0.022369803752556493,-0.022511729709755342,-0.03005680390110661,2018-02-28
0.021437508183988468,-0.022035353153391935,-0.029924506713101314,2018-03-30
0.021481589414894104,-0.021621115790089927,-0.029831070246433836,2018-04-30
0.020607673120660218,-0.02099726832620815,-0.029744883239632425,2018-05-31
0.020207817279167286,-0.02081598589064534,-0.029661542108177504,2018-06-29
0.02055736933241157,-0.020748488712768413,-0.02953319683885151,2018-07-31
0.020147544968224414,-0.020478265285903345,-0.029390742446279684,2018-08-31
0.02077238821831321,-0.020429091899470002,-0.029254042669852428,2018-09-28
0.02041054077987188,-0.020188395033929742,-0.029219489412869035,2018-10-31
0.019681169699252085,-0.0195413108281933,-0.029187553533478173,2018-11-30
0.018871603534811224,-0.018414332451511556,-0.029039477259098577,2018-12-31
0.017431760632665962,-0.016981734338052005,-0.028714385881481633,2019-01-31
0.01696266542034403,-0.015918763539014735,-0.02834327355718772,2019-02-28
0.01487712441350152,-0.014431014855726596,-0.02784176531782604,2019-03-29
0.014434998747466744,-0.013513560873727081,-0.027302276430866353,2019-04-30
0.01254444759624917,-0.012027013018976369,-0.026577377339476658,2019-05-31
0.01002391815741365,-0.010200398171429528,-0.02559779034283895,2019-06-28
0.008031994982125458,-0.008213864089184831,-0.024371712876940746,2019-07-31
0.0047745088938759,-0.006297042283088462,-0.02295125952211963,2019-08-30
0.005416580047978831,-0.006077757980294518,-0.021749963929337857,2019-09-30
0.006803820328477779,-0.006697465423655544,-0.02078490061966151,2019-10-31
0.007244439134816701,-0.007025542468564874,-0.01990960399304923,2019-11-29
0.008134408448269789,-0.007138586770181414,-0.019105175644331118,2019-12-31
0.0057283098996435845,-0.00588879011447196,-0.018168603791065732,2020-01-31
0.004225248588733226,-0.004769958926830714,-0.01718692727938872,2020-02-28
0.005922449382479787,-0.003499128053164495,-0.016215285408776946,2020-03-31
0.004089966713754847,-0.0024519849038141407,-0.015406159784478322,2020-04-30
0.004066628359654066,-0.0021170820448032407,-0.014787819270883091,2020-05-29
0.00366876396751539,-0.002181455089186286,-0.01434863621236897,2020-06-30
0.003268346669053004,-0.0022540931473502045,-0.01399277638866679,2020-07-31
0.003978647149728678,-0.002783647205574458,-0.013782905613665526,2020-08-31
0.0032007372382989543,-0.0025805903197689394,-0.013502695615843906,2020-09-30
0.0027048863920440167,-0.002503526171318189,-0.013249097817199542,2020-10-30
0.0029237075605442666,-0.002282615901092503,-0.012962007503277233,2020-11-30
0.0028143862773455782,-0.0020390455161844465,-0.012679185447980808,2020-12-31
